Temperature,Humidity,CO2_InfraredSensor,CO2_ElectroChemicalSensor,CO_GasSensor,Ambient Light Level,Activity Level,MetalOxide_PCA,Time of Day_evening,Time of Day_morning,Time of Day_night,HVAC Operation Mode_eco_mode,HVAC Operation Mode_heating_active,HVAC Operation Mode_maintenance_mode,HVAC Operation Mode_off,HVAC Operation Mode_ventilation_only
20.82,58.21,117.74752943416642,549.5481384970552,1.0,2.0,0,-0.40374789504132297,0,0,1,0,0,0,0,1
20.8,51.39,119.7194674961355,549.0069556135886,1.0,,0,-0.07097920485284481,0,0,1,0,0,0,1,0
20.83,58.12,121.31982996206318,545.7222621827659,1.0,3.0,0,-0.4361079124022425,0,0,1,0,0,1,0,0
20.8,58.17,120.00025052186692,554.390757368969,1.0,2.0,0,-0.1412278365417305,0,0,1,0,0,0,0,1
20.8,58.07,123.7088975126787,554.7594485461673,1.0,2.0,0,-0.20248191800513787,0,0,1,0,0,0,1,0
20.75,58.12,122.46104246568088,546.4720300825988,1.0,1.0,1,-0.3704488687709907,0,0,1,0,0,0,1,0
20.7,58.3,117.41433518494382,552.6166915972403,1.0,3.0,1,-0.17061707365401335,0,0,1,0,0,0,1,0
20.67,58.32,124.04465626709262,552.8339651878888,1.0,3.0,0,-1.155095046693315,0,0,1,0,0,0,0,0
20.7,58.17,118.08744286170068,555.9283682172007,1.0,3.0,1,-0.2478077754947783,0,0,1,0,0,0,1,0
23.04,43.74,127.36429089415616,577.497663425678,2.0,2.0,0,-0.6873254596937758,1,0,0,0,0,0,1,0
20.59,51.39,118.05319497384652,548.0622360435013,1.0,3.0,0,-0.14484098298599626,0,0,1,0,1,0,0,0
23.26,42.82,108.60860714943976,602.738141191921,1.0,0.0,1,1.5353041421501874,1,0,0,0,0,1,0,0
20.63,51.39,122.3384769148942,550.8488113652028,1.0,,0,-0.3465676442502254,0,0,1,0,1,0,0,0
21.57,55.28,123.5150360596264,549.3288676517682,1.0,3.0,0,-1.1729176648601147,0,0,1,0,1,0,0,0
20.58,51.39,124.53512527834114,547.5041489838037,1.0,2.0,0,-0.1089975878652929,0,0,1,0,0,1,0,0
20.54,51.39,124.06877840133993,562.552982774865,1.0,3.0,0,-0.31958524006591466,0,0,1,0,1,0,0,0
20.51,51.39,127.3146877462988,546.9214069074276,1.0,3.0,0,1.111782072137916,0,0,1,1,0,0,0,0
20.42,58.57,122.43049384453764,548.7624584447515,1.0,3.0,0,-0.1853518213418585,0,0,1,0,1,0,0,0
20.38,58.73,116.02381183180096,553.7369634617987,1.0,3.0,0,0.2803699776373334,0,0,1,0,0,0,1,0
20.42,58.5,122.73715252381724,549.5548320068623,1.0,2.0,0,0.14006922880455683,0,0,1,0,0,0,0,0
29.580000000000005,53.66,120.19662526205308,546.362996200414,1.0,3.0,0,-1.143356836235875,0,0,0,0,0,0,1,0
24.07,48.72,101.12395589206298,543.5304560854553,2.0,2.0,0,-1.5138272677940283,0,0,0,0,0,0,1,0
17.04,49.23,115.5659079089839,581.1424466531444,2.0,3.0,1,0.8819132539086608,0,0,1,0,0,1,0,0
20.27,59.812499999999986,125.822058046812,551.8126592456343,1.0,3.0,0,0.1802766960560039,0,0,1,0,0,0,1,0
29.580000000000005,53.41,129.11867102773311,587.7524583558424,1.0,3.0,1,-0.8643457446003202,1,0,0,0,0,0,0,1
20.27,58.72,123.382677149808,549.0812945064404,1.0,3.0,0,-0.257042729228061,0,0,1,0,0,1,0,0
20.28,58.68,123.02731852077282,553.5176574683294,1.0,3.0,1,0.05513336232853395,0,0,1,0,0,0,1,0
19.86,55.82,137.34110271941012,570.7529377200732,1.0,2.0,0,-0.43232922793964246,0,0,1,0,0,0,1,0
20.27,58.57,124.90156063618493,553.0631901537031,1.0,3.0,1,0.24150903524219325,0,0,1,0,0,0,0,0
22.01,51.39,102.83753355109847,554.97728804092,1.0,3.0,2,0.2814844130242726,0,0,0,0,1,0,0,0
16.39,50.16,114.59327413250246,584.9690782325772,1.0,2.0,0,1.458835595452671,0,1,0,0,0,1,0,0
22.87,52.24,146.52337553673465,560.913043269835,2.0,,0,-2.846899330737728,0,0,0,0,0,0,0,1
18.57,48.91,78.95552844886865,581.4489577657598,1.0,2.0,0,3.759417829618407,0,1,0,0,0,0,1,0
17.83,51.39,90.12650609503306,611.6224751942171,1.0,1.0,2,0.8190158847404895,0,0,0,0,0,0,0,0
20.03,58.94,166.66874426012515,548.1840126006196,1.0,3.0,1,0.07663345831458214,0,1,0,0,0,0,0,1
29.580000000000005,42.15250000000002,166.66874426012515,575.7895013249874,1.0,2.0,0,-0.5332906580064374,0,1,0,0,0,0,0,1
20.0,59.02,133.51373691525149,547.8905934763569,1.0,2.0,2,0.29760065499406446,0,1,0,1,0,0,0,0
18.58,51.39,82.94350278968943,598.1114373034749,0.0,1.0,0,1.5431405415089394,0,0,0,0,0,0,0,1
19.96,59.06,126.502466738586,548.8678620747185,1.0,3.0,0,0.24730822864777507,0,1,0,0,0,0,1,0
23.81,53.68,122.58600669657464,556.254583629429,1.0,,0,0.28691373031074896,0,0,0,0,1,0,0,0
20.0,58.96,129.83457492545173,548.3161305502708,1.0,2.0,1,0.43053489012571633,0,1,0,0,1,0,0,0
19.91,59.1,125.97090802506172,552.2873471360514,1.0,3.0,1,0.20238145162533827,0,1,0,0,0,0,0,1
29.580000000000005,59.812499999999986,130.00863997021182,548.3077030096372,1.0,,0,-0.9047041195583793,0,1,0,0,0,1,0,0
29.580000000000005,55.92,132.64381064464615,558.458015099395,1.0,3.0,1,-0.2503373813452665,0,1,0,0,0,1,0,0
19.9,51.39,125.06163404067736,547.9862619822859,1.0,3.0,0,0.35577133405780853,0,1,0,0,0,1,0,0
29.580000000000005,51.39,166.66874426012515,556.4101363391992,1.0,3.0,1,0.6541931149844067,1,0,0,0,1,0,0,0
23.47,51.39,117.60742951701651,579.0083895706905,1.0,3.0,0,-1.3055986911196207,0,0,1,0,0,0,0,1
19.76,59.33,131.96760645096205,547.0752230419596,1.0,1.0,1,0.4361234359976887,0,1,0,0,0,1,0,0
19.77,51.39,126.09219512050504,553.8653813520873,1.0,2.0,0,0.49770615880036034,0,1,0,0,0,0,0,1
19.91,58.94,130.32675660034326,559.4662641942476,1.0,,1,0.15700155120591794,0,1,0,0,0,0,1,0
24.16,43.98,54.38711065196236,606.0869570774582,1.0,3.0,1,1.4624081965692557,0,0,0,0,0,1,0,0
19.8,59.05,124.04811522376784,550.5310697600556,1.0,2.0,1,0.43246945144553406,0,1,0,0,0,0,0,1
24.59,51.39,121.41902842331554,569.1708498989228,2.0,3.0,0,-1.9708352421923645,1,0,0,0,0,0,0,0
19.76,59.04,130.85615909432704,546.946754867462,1.0,2.0,0,0.49515798946344336,0,1,0,0,0,0,0,0
19.71,51.39,125.89508795247806,542.0919547163661,1.0,3.0,1,0.18479863244841824,0,1,0,0,0,1,0,0
12.539999999999997,50.68,85.47222809315963,613.206710292594,1.0,3.0,2,0.4084778333100191,0,0,0,1,0,0,0,0
19.82,51.39,54.38711065196236,557.4779662708956,1.0,3.0,0,-1.5986480285398306,0,1,0,1,0,0,0,0
19.63,59.22,121.46936404520378,551.6211443774841,1.0,3.0,0,-0.2122248586296946,0,1,0,0,0,1,0,0
19.64,59.3,128.46357860625272,552.5328748365471,1.0,3.0,0,-0.3952298080468199,0,1,0,1,0,0,0,0
29.580000000000005,51.39,127.04428551758608,554.5837923742654,1.0,3.0,0,-0.4782252646743887,0,1,0,0,0,0,0,0
28.00707327319901,59.45,120.6500745876922,550.6310583341146,1.0,,0,-0.29067721304843896,0,1,0,0,0,1,0,0
19.49,59.52,123.40110425225043,549.0362049185418,2.0,2.0,0,-0.2774256575647199,0,1,0,0,0,0,0,0
29.580000000000005,59.28,125.48776089963806,551.7152560717107,2.0,3.0,0,-1.4613300689367203,0,1,0,0,0,0,0,1
20.34,51.73,103.97551864523498,554.0739182829838,1.0,3.0,0,1.1985942387785402,0,0,1,0,0,0,0,1
19.61,59.19,122.0184530941278,544.6667942287959,2.0,,0,-3.264710530535249,0,1,0,0,0,1,0,0
21.42,53.77,121.86966655304698,559.0946399391479,2.0,,0,-1.503642397308668,0,0,1,0,0,0,0,0
19.46,59.55,128.38829637888935,547.2121146050947,2.0,3.0,0,-3.09967551885308,0,1,0,0,0,1,0,0
19.35,59.73,125.38634807866065,545.9479902386456,2.0,,1,-0.9659278054977988,0,1,0,0,0,0,0,0
19.43,51.39,120.64673817285046,544.378107515889,2.0,2.0,0,-3.021268456520193,0,1,0,0,0,0,0,1
18.44,51.39,98.73638093187076,562.612115376223,1.0,2.0,0,-2.9623146467603605,0,1,0,0,0,0,0,0
22.17,50.99,166.66874426012515,575.194565909986,2.0,1.0,0,-1.4151896923314016,0,0,1,0,0,1,0,0
19.36,51.39,120.49887655651575,553.1206661128311,2.0,1.0,1,-2.552980889913549,0,1,0,0,0,0,0,1
19.44,59.48,123.40181394504177,555.5007138927159,1.0,,0,-2.1606560154652774,0,1,0,0,0,1,0,0
19.43,51.39,124.53473145083632,546.6370382208731,2.0,,0,-2.3341094259378035,0,1,0,1,0,0,0,0
22.75,42.15250000000002,95.8215057966976,600.2704195757158,1.0,2.0,2,-1.1527861061790965,1,0,0,0,0,0,1,0
29.580000000000005,53.13,117.66629798488714,566.9031385810986,1.0,2.0,2,0.2790760140896655,0,0,1,0,0,1,0,0
12.539999999999997,43.34,93.16741642828092,601.4103548650232,1.0,,2,0.5362193137428218,0,1,0,0,0,1,0,0
29.580000000000005,58.57,128.5311037589344,549.0556067780702,2.0,,0,-2.2465333749208973,0,1,0,0,0,0,0,0
20.0,58.1,123.25059770984832,546.5438008218516,2.0,1.0,0,-2.2186293028147817,0,1,0,0,0,0,0,1
19.99,58.3,128.90660267692795,551.4865565865819,2.0,3.0,0,-1.9611480633028104,0,1,0,0,0,0,0,1
20.04,58.12,127.26055061601252,545.6147537230996,2.0,3.0,0,-2.2291048520751335,0,1,0,0,1,0,0,0
29.580000000000005,57.34,131.07199367736737,546.7828526113869,2.0,3.0,0,-2.337379870883994,0,1,0,0,0,1,0,0
20.87,59.812499999999986,119.06523987930204,552.4705333670939,2.0,2.0,0,0.4541893886402409,0,0,1,0,0,0,1,0
29.580000000000005,55.33,106.9813700479116,560.4077574665272,1.0,2.0,0,0.233173189798273,0,0,0,1,0,0,0,0
18.48,53.65,121.23579191707483,586.3068786184955,1.0,1.0,1,0.07922770145389467,0,0,1,0,0,0,0,0
19.87,58.74,126.09172440759492,549.2749615766767,2.0,3.0,0,-1.2752466493423198,0,1,0,0,0,0,0,1
22.58,55.05,116.03062588846208,545.1481826253571,1.0,0.0,0,-1.449463384610989,0,0,0,0,0,1,0,0
29.580000000000005,51.62,109.93037773797512,597.331871360444,1.0,2.0,1,0.7951068300025983,0,0,1,0,0,0,1,0
20.12,51.39,133.41532585199147,545.9977802015361,2.0,2.0,0,-1.7747080066755354,0,1,0,0,0,0,0,0
20.4,56.5,105.3105588568972,596.4280812587824,3.0,3.0,0,-0.5208430215129521,0,0,1,0,1,0,0,0
19.69,42.15250000000002,134.07610918877108,548.1307245456035,2.0,1.0,0,-1.7282649778504164,0,1,0,0,1,0,0,0
20.09,42.15250000000002,132.6990368134279,547.2893251604721,2.0,3.0,0,-1.7118485926398226,0,1,0,0,0,0,0,1
19.59,59.41,135.9128129056862,549.8920491698985,2.0,1.0,0,-1.8335700604984624,0,1,0,0,0,0,0,1
19.89,58.58,166.66874426012515,549.0747449584233,2.0,3.0,0,-1.6241135561923288,0,1,0,1,0,0,0,0
22.73,54.0,118.3979982077876,554.0216995071877,1.0,3.0,0,-1.253510944042812,0,0,1,0,0,1,0,0
21.72,48.53,132.7895376788717,580.6756788754486,1.0,3.0,0,-0.8290498903210488,1,0,0,0,0,0,1,0
19.88,58.54,132.2599307559285,551.6724489557042,2.0,2.0,0,-1.6341688519915916,0,1,0,0,0,0,0,1
17.52,47.56,63.058178653333414,623.5221131788278,1.0,2.0,1,1.186378932232092,0,0,0,0,0,1,0,0
12.539999999999997,57.61,133.48394436488408,551.9252864837656,2.0,3.0,0,-1.686852733185266,0,1,0,1,0,0,0,0
20.36,51.39,122.05348913808533,568.5489729738332,2.0,3.0,1,-2.040484440410255,0,0,1,0,0,0,1,0
20.31,56.58,110.317059413939,600.4100175140965,3.0,3.0,0,-1.430321056756562,0,0,1,1,0,0,0,0
19.54,58.0,124.4870497273195,551.7109254403553,1.0,3.0,0,-0.5518814238541426,0,1,0,0,0,0,0,0
20.52,54.83,107.92530818676258,549.3735387991563,1.0,2.0,1,0.4987562437642161,0,0,1,0,0,0,1,0
29.580000000000005,57.36,104.7035955292272,557.3907658289643,1.0,3.0,2,0.9648379734490655,0,0,0,0,0,0,1,0
20.12,56.87,117.21740774956145,552.6682738056483,1.0,2.0,0,-0.9009919803706393,0,0,0,1,0,0,0,0
18.85,51.39,112.27443060375204,605.3860276312334,1.0,0.0,1,0.9113993310216385,0,1,0,0,0,0,0,1
19.96,51.39,120.65978559263138,552.1291801155091,1.0,3.0,0,-1.9563802576074731,0,0,0,0,0,0,0,0
29.580000000000005,51.39,111.98175311832772,595.0613711613585,1.0,2.0,1,1.2547694208854232,0,1,0,0,0,1,0,0
20.51,57.03,121.78225162850131,549.2993439215023,2.0,2.0,1,-0.07937593490286966,0,0,0,0,1,0,0,0
20.77,51.39,166.66874426012515,550.4612379546622,2.0,3.0,0,-1.3741212686846214,0,0,0,0,0,0,0,0
19.61,42.15250000000002,84.64702455697639,592.7325938645951,1.0,3.0,0,-0.4895733676277704,0,0,0,0,0,0,0,1
29.580000000000005,51.65,110.74646800739627,593.1402562952261,1.0,3.0,0,0.728089972380278,0,1,0,0,0,1,0,0
21.35,56.14,122.3681830082418,542.9843359730687,2.0,3.0,0,-1.2587803581542272,0,0,0,0,0,0,1,0
21.5,51.39,119.5906519267815,548.7968889437802,2.0,3.0,0,-1.0262023686107502,0,0,0,0,0,1,0,0
21.57,55.93,125.06511151607094,550.2293221184709,2.0,,0,-1.2273553208356764,0,0,0,0,0,0,0,0
21.65,55.92,123.66952118620776,548.9430193625922,2.0,2.0,0,-1.199037318829611,0,0,0,0,0,0,0,0
21.77,55.68,166.66874426012515,552.3629732530421,1.0,2.0,0,-1.3672070266934002,0,0,0,1,0,0,0,0
21.85,51.39,119.02678317381331,547.3816146522101,2.0,2.0,0,-1.115009890878249,0,0,0,1,0,0,0,0
18.43,48.36,84.4712233496441,558.5181553060304,1.0,3.0,1,1.8556903572592187,0,1,0,0,0,1,0,0
22.08,55.32,117.8544247302525,545.2464627267344,2.0,3.0,0,-0.6377788319035639,0,0,0,0,0,1,0,0
29.580000000000005,55.18,119.76993486251092,552.2760414584885,2.0,3.0,0,-1.0632890019208034,0,0,0,0,0,0,1,0
19.47,59.812499999999986,102.9521671653124,567.8568531183424,1.0,3.0,1,0.6493057211846721,0,0,0,1,0,0,0,0
22.44,51.39,115.8772662395478,550.3419140887315,1.0,3.0,0,-0.5951068887094851,0,0,0,0,1,0,0,0
29.580000000000005,54.61,119.457868638929,551.8723956375621,1.0,3.0,0,-1.3238058510416986,0,0,0,0,0,0,0,1
21.05,57.77,54.38711065196236,551.7741793610373,1.0,2.0,0,-0.35070974023615786,0,0,1,0,1,0,0,0
22.82,54.48,123.09270123599684,549.7624274971041,1.0,,0,-1.1331458681248545,0,0,0,0,0,1,0,0
29.580000000000005,44.8,166.66874426012515,582.5923489143562,1.0,3.0,1,-1.239646680353374,1,0,0,1,0,0,0,0
22.65,54.88,115.46481125292502,553.4896100741524,2.0,3.0,0,-1.6270129261095352,0,0,0,0,0,0,0,0
19.18,54.41,128.03792527107694,573.4259672148958,1.0,2.0,0,0.8703180433188037,0,1,0,0,0,1,0,0
22.66,54.87,122.53521264226984,551.0008625495417,2.0,3.0,0,-1.1886855720148175,0,0,0,0,0,1,0,0
22.73,54.67,117.62424521384904,546.6211810641623,1.0,1.0,0,-0.9356356872711298,0,0,0,0,0,1,0,0
22.87,54.42,118.46287259420625,552.2924558959916,1.0,,1,-1.1216272609267053,0,0,0,0,0,0,0,0
22.82,54.62,116.21041122447066,544.075889572008,1.0,1.0,0,-1.098059402634546,0,0,0,0,0,0,1,0
16.43,42.15250000000002,69.36581779513561,614.7010740862631,0.0,,0,4.0322650357653504,0,0,0,0,0,0,0,1
22.99,54.29,112.44555634201429,551.1295119480696,1.0,0.0,0,0.17326230717697744,0,0,0,0,0,0,0,0
24.6,51.97,166.66874426012515,549.922181735399,2.0,2.0,0,-1.3009111891891814,1,0,0,0,0,0,0,0
29.580000000000005,53.97,54.38711065196236,554.4276715513323,1.0,3.0,0,-1.1676831834702652,0,0,0,0,0,0,0,1
23.49,53.4,121.6089317922425,551.8281998784886,1.0,3.0,0,-1.232731369826941,0,0,0,0,1,0,0,0
23.54,53.32,116.09688213121824,553.386411516466,1.0,,0,-1.0763346015270925,0,0,0,0,0,1,0,0
23.43,53.71,117.43898139647912,545.085444677716,1.0,3.0,0,-0.8726382643429808,0,0,0,0,0,0,0,1
23.33,51.39,116.8775075710597,551.71576083593,1.0,0.0,0,-1.1960940862714127,0,0,0,1,0,0,0,0
23.31,54.16,119.92286581491064,546.7489691569548,1.0,3.0,0,-1.357525117171906,0,0,0,0,0,1,0,0
24.65,44.43,92.7253112979991,603.0837959267621,1.0,1.0,1,0.139014561212429,0,0,0,0,0,0,0,0
23.44,51.39,116.20412302961834,547.4040248961137,1.0,1.0,0,-0.9036093482182049,0,0,0,0,0,1,0,0
17.62,48.6,91.12622310601864,607.6527341600143,0.0,1.0,1,3.3612593579277985,0,0,0,0,0,1,0,0
23.51,51.39,121.92179191789413,552.3079243806261,1.0,1.0,0,-1.4666538434082164,0,0,0,0,0,0,1,0
23.52,53.89,118.65655833400892,549.862236259961,1.0,3.0,0,-0.8398464538886959,0,0,0,0,0,0,0,1
23.55,53.88,114.38187687765549,546.1715422963103,2.0,3.0,0,-1.261618041949439,0,0,0,0,0,0,1,0
23.65,53.69,119.86749887767216,545.6953810807208,1.0,2.0,0,-1.3640099951984355,0,0,0,0,0,0,0,0
23.76,53.52,118.97354283127702,553.2159348096277,1.0,2.0,0,-1.1704172940513013,0,0,0,0,0,0,0,0
23.88,53.26,116.85454627286448,552.0383036057673,1.0,2.0,0,-1.9213380891397265,0,0,0,0,0,0,1,0
23.98,53.11,116.53593990613082,545.8623622333457,1.0,3.0,0,-1.4019101723644116,0,0,0,0,0,0,0,1
24.0,53.23,124.84284052659704,544.366314522449,1.0,3.0,0,-1.069784206598668,0,0,0,0,0,0,1,0
23.63,59.812499999999986,141.43126317156936,563.2920163521098,2.0,3.0,1,-3.208753752564215,1,0,0,0,1,0,0,0
22.12,54.37,122.46241097088688,549.1637197448565,1.0,1.0,0,-0.4225365376548093,0,0,1,1,0,0,0,0
12.539999999999997,53.5,120.44116222950844,553.2753287248148,1.0,0.0,0,-1.0656996183138239,0,0,0,0,0,0,0,1
23.95,53.45,116.57509969243536,551.3899177865019,1.0,,0,-1.2963450682051285,0,0,0,0,1,0,0,0
24.07,53.38,119.77885348069292,553.6467231921478,1.0,3.0,0,-1.1800595360081194,0,0,0,0,0,0,1,0
24.21,53.12,121.26330086915576,548.8138462467138,2.0,3.0,0,-0.8412340577668213,0,0,0,0,0,1,0,0
18.93,51.39,166.66874426012515,586.2083380992258,0.0,3.0,0,1.5005566650143483,0,0,0,0,0,1,0,0
24.28,59.812499999999986,119.99261797912288,554.0876821030951,1.0,,0,0.12383140450611362,0,0,0,0,0,1,0,0
20.38,53.02,116.70446291921898,574.0797304950727,1.0,,1,-0.4978669158842268,0,0,1,1,0,0,0,0
21.65,51.65,112.06324749723912,594.3602633552481,1.0,1.0,0,-0.49979543660292247,1,0,0,1,0,0,0,0
29.580000000000005,51.39,100.61724472802408,602.581300619695,1.0,3.0,1,0.09279918366273822,0,0,0,1,0,0,0,0
24.0,51.39,125.51322037380368,553.1104026513015,1.0,0.0,0,-1.2127373651764157,0,0,0,0,0,0,0,0
19.48,51.39,113.43503633967164,556.647792263719,2.0,1.0,0,-0.6210422919452636,0,1,0,1,0,0,0,0
15.95,49.55,69.08210486508018,609.0396928034638,1.0,3.0,1,3.7763677614935385,0,0,0,0,0,0,0,0
24.07,51.39,120.0574243115894,545.2593118856112,1.0,,0,-1.0793053981505651,0,0,0,0,1,0,0,0
24.26,53.05,121.46388411962592,547.2073891872849,1.0,2.0,0,-0.9215187055312094,0,0,0,0,0,0,1,0
29.580000000000005,51.2,120.76058705236832,592.7905771616528,1.0,1.0,2,-0.1546605982286574,0,1,0,0,0,1,0,0
24.36,51.39,117.26194852922784,550.4860750839206,1.0,3.0,1,-1.2317142742624405,0,0,0,0,0,0,0,0
18.51,51.89,123.50529168873696,585.0835369544583,1.0,3.0,1,0.48549167397471976,0,0,1,1,0,0,0,0
24.44,52.83,114.9962721091425,551.9938931534944,1.0,2.0,2,-0.9477099779419504,1,0,0,0,0,0,1,0
21.71,51.39,127.88557450674122,543.7344240548889,1.0,2.0,0,-2.1129035189780705,0,0,1,0,1,0,0,0
23.33,49.29,118.34514506501792,568.4827607570712,1.0,2.0,0,-3.3469487056409246,0,0,1,0,0,0,0,0
24.79,51.39,121.54904079795318,549.9922429166845,1.0,3.0,0,-1.0776341849181006,1,0,0,0,0,1,0,0
21.42,51.39,109.97821885067962,557.1496719250273,2.0,3.0,0,-0.4125131461669081,0,1,0,0,0,1,0,0
23.96,54.01,124.63205841641788,545.1533117564926,1.0,3.0,0,-1.246771819855354,1,0,0,0,0,1,0,0
18.96,57.36,141.2559853193539,563.8922133361609,1.0,2.0,0,-0.7336254465257123,0,1,0,1,0,0,0,0
24.16,42.15250000000002,123.22074243844384,545.992416308338,1.0,3.0,1,-1.3556364140128891,1,0,0,0,1,0,0,0
24.27,53.48,122.05609674202589,546.324856963057,2.0,3.0,0,-1.1034953330767596,1,0,0,0,0,1,0,0
24.49,51.39,120.460840514856,549.2887641099328,2.0,3.0,0,-1.285080773430437,1,0,0,1,0,0,0,0
24.69,52.39,116.91678206564596,549.115476593429,2.0,1.0,0,-1.0414701909124466,1,0,0,0,0,0,1,0
24.64,51.39,120.47329592305714,545.1248005593117,1.0,3.0,0,-1.2503457800284432,1,0,0,0,0,0,1,0
29.580000000000005,51.39,120.77067989761228,551.0697098417622,1.0,2.0,0,-1.790054616071128,1,0,0,0,0,1,0,0
25.09,51.27,122.08458459003826,540.7192401114099,2.0,3.0,0,-1.2997544217356547,1,0,0,0,1,0,0,0
25.06,51.57,125.89981330603644,544.5071639275636,2.0,2.0,1,-0.8080554602958094,1,0,0,0,1,0,0,0
24.46,52.95,124.2970356512228,543.8209360633755,1.0,3.0,0,-0.7334135880138005,1,0,0,0,1,0,0,0
29.580000000000005,53.21,125.36936941506868,545.1223473397379,2.0,,0,-1.0141373610069133,1,0,0,0,1,0,0,0
24.69,52.68,121.83005096629633,547.809329039345,2.0,2.0,0,-0.9101556309845121,1,0,0,0,0,0,0,1
24.7,52.57,125.11970654565258,548.9718261279603,2.0,3.0,0,-1.0300974462834565,1,0,0,0,0,1,0,0
18.77,45.89,73.33226324289814,576.7397606596278,1.0,,1,2.5515563658841054,0,1,0,0,0,0,1,0
24.76,52.45,125.19677609496362,546.5580032846334,2.0,3.0,0,-1.1723966081879846,1,0,0,0,0,1,0,0
18.88,53.12,123.5461505605842,587.5510127196253,1.0,3.0,1,0.5478947238375611,0,0,1,0,0,0,0,0
24.45,51.39,112.21354391313004,549.7664660938285,1.0,2.0,0,-0.6947645561666943,0,0,0,0,1,0,0,0
24.87,59.812499999999986,121.76132696914723,547.2179662849483,2.0,1.0,0,-0.9911204001662374,1,0,0,0,0,0,0,1
25.03,51.68,124.20262537003808,543.6899869871254,1.0,1.0,0,-0.6763972925065195,1,0,0,1,0,0,0,0
25.03,51.75,125.552155219271,546.7690620554957,1.0,0.0,0,-1.1570556700587629,1,0,0,1,0,0,0,0
29.580000000000005,48.52,121.40123966303544,578.0246054948532,2.0,3.0,0,-1.2269606306635794,1,0,0,0,0,1,0,0
25.08,51.39,118.63209432552732,546.1286454135849,2.0,1.0,0,-1.2103676230843876,1,0,0,0,0,1,0,0
19.73,54.59,166.66874426012515,601.7817077176409,1.0,,0,0.5949230222335459,0,0,1,0,0,0,1,0
19.08,51.39,166.66874426012515,586.1444744154194,0.0,2.0,1,1.0353449635648357,0,0,0,0,0,0,0,1
18.72,52.04,113.14233440588552,588.7805402121272,1.0,0.0,0,1.6083946253975407,0,0,1,0,0,1,0,0
24.87,51.39,141.69435869199182,544.4744047887782,2.0,3.0,0,-2.3423753844562465,1,0,0,0,0,0,0,1
24.98,51.39,138.36937472006193,545.5668509239824,2.0,3.0,2,-2.844819176050795,1,0,0,0,0,0,0,0
24.97,52.53,126.95876791881972,548.9496891646417,2.0,2.0,0,-1.638506860616713,1,0,0,0,0,0,0,0
20.87,57.48,134.53133571139412,560.6022441802319,1.0,2.0,0,-1.3970983707784488,0,0,1,0,0,1,0,0
20.08,53.0,118.72861410475058,568.7489484535771,2.0,2.0,0,-1.3320769884114265,0,0,1,0,0,0,1,0
25.0,52.3,120.51769227306484,550.8813253542429,2.0,3.0,0,-1.4817141757157068,1,0,0,0,0,0,0,1
23.54,49.77,140.68433667187512,578.437015873834,2.0,3.0,0,-1.6263214945395994,1,0,0,0,0,0,0,0
21.63,53.28,166.66874426012515,548.023215462967,1.0,3.0,1,-0.28323395488988123,0,0,1,1,0,0,0,0
29.580000000000005,53.11,117.8006850393784,554.9040157050397,1.0,3.0,0,-1.7072851926214747,1,0,0,0,0,0,0,0
24.85,48.59,137.0775050825817,568.0255710166525,2.0,2.0,0,-0.42778802012510936,1,0,0,1,0,0,0,0
24.93,51.39,130.60188247426348,541.5942655743743,2.0,3.0,0,-1.3238952016513057,1,0,0,0,1,0,0,0
24.36,51.39,120.6510257809364,542.6352709913779,2.0,,0,-1.4708012350105903,1,0,0,0,0,0,1,0
24.38,52.84,124.5624652678778,547.2148257164548,2.0,2.0,0,-2.319826287575022,1,0,0,0,0,1,0,0
24.08,53.53,125.99461262514,550.1572626579533,2.0,3.0,0,-1.5390998768441864,1,0,0,0,0,0,0,1
29.580000000000005,59.812499999999986,121.7674463174816,545.6896203419552,2.0,,0,-1.4861995676487405,1,0,0,0,0,0,1,0
24.38,52.5,119.76157562915516,554.3260478601323,2.0,3.0,1,-0.6587420319395686,1,0,0,0,0,1,0,0
24.23,52.54,54.38711065196236,543.8953344583491,2.0,,0,-1.255835169564807,1,0,0,0,0,0,0,0
22.95,51.39,150.7015145606174,584.6118531388591,2.0,3.0,0,-0.42781208818093697,1,0,0,0,1,0,0,0
24.4,52.54,120.99703759454792,554.4581674925284,2.0,3.0,0,-0.8227988589458396,1,0,0,0,0,1,0,0
24.26,52.69,117.05146960388902,543.6502807951723,2.0,3.0,0,-1.573741869863356,1,0,0,0,0,0,0,0
24.65,51.93,123.3180202405598,544.8642745282508,2.0,2.0,0,-0.7748696263898136,1,0,0,0,0,0,0,0
29.580000000000005,51.97,123.92693362259324,549.922181735399,2.0,3.0,0,-1.3009111891891814,1,0,0,0,0,0,0,0
24.26,52.83,122.39738414932036,546.8645599307557,2.0,,0,-1.517849205506312,1,0,0,0,0,0,0,0
24.1,52.84,122.45200951353463,547.0155846650507,2.0,,0,-1.2875096465812554,1,0,0,0,0,0,0,0
23.99,53.23,126.20384245204764,546.5695760002301,2.0,2.0,0,-1.530596120957552,1,0,0,1,0,0,0,0
19.12,51.86,91.71211155447568,553.2048199992299,1.0,2.0,0,-0.6972228745605572,0,1,0,0,1,0,0,0
24.94,51.39,121.94999817189635,576.0582458470698,2.0,3.0,0,-1.9830457113124307,1,0,0,0,0,0,0,1
